"PROFILO DEI LAUREATI"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Entrambi con laurea";"6,8";"6,3";"5,7";"4,0";"11,5";"11,9";"8,6";"9,1";"5,1";"6,4";"8,9";"10,3";"2,7";"8,2";"6,5";"5,2"
"Uno solo con laurea";"13,0";"14,4";"13,8";"9,3";"12,8";"21,8";"13,6";"16,4";"11,2";"10,4";"17,8";"18,1";"8,9";"13,3";"6,5";"10,4"
"Scuola media superiore";"41,3";"39,6";"42,5";"49,3";"38,3";"39,3";"32,1";"41,4";"48,3";"36,5";"43,3";"50,0";"41,0";"42,9";"47,8";"42,0"
"Titoli inferiori o nessun titolo";"37,0";"36,0";"36,7";"37,3";"37,0";"24,6";"40,7";"32,2";"33,8";"43,6";"28,9";"19,0";"45,3";"33,8";"32,6";"41,0"
"Classe sociale (%) ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Borghesia";"15,9";"14,4";"18,2";"12,0";"19,1";"25,0";"16,0";"18,7";"10,0";"15,3";"30,0";"12,9";"11,4";"13,8";"8,7";"13,2"
"Classe media impiegatizia";"28,3";"28,8";"26,5";"22,7";"29,8";"31,3";"25,9";"33,9";"32,0";"22,0";"26,7";"41,4";"26,4";"30,6";"30,4";"30,7"
"Piccola borghesia";"21,3";"29,7";"23,9";"12,0";"21,3";"21,0";"21,0";"16,6";"23,6";"21,8";"17,8";"17,2";"23,1";"18,4";"13,0";"20,8"
"Classe operaia";"30,6";"22,5";"28,6";"50,7";"28,1";"18,3";"27,2";"28,5";"32,0";"35,0";"20,0";"23,3";"34,2";"34,1";"43,5";"32,5"
"3. STUDI SECONDARI SUPERIORI"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Diploma (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Liceo classico";"17,2";"8,9";"6,2";"4,8";"25,2";"30,2";"29,0";"41,0";"13,6";"13,0";"18,2";"15,6";"14,9";"11,6";"4,0";"13,6"
"Liceo linguistico";"6,0";"0,8";"2,3";"1,0";"4,1";"2,7";"3,8";"8,4";"37,3";"2,9";"1,0";"1,6";"5,7";"2,2";"2,0";"6,1"
"Liceo scientifico";"32,0";"46,3";"31,5";"12,5";"47,6";"31,9";"29,0";"26,9";"22,6";"32,0";"45,5";"74,6";"24,0";"50,1";"38,0";"25,5"
"Liceo socio-psico-pedagogico o ist. magistrale";"10,3";"0,8";"1,1";"3,8";"5,3";"5,5";"9,2";"9,7";"4,4";"8,5";"8,1";"2,5";"27,5";"4,0";"4,0";"10,0"
"Tecnico";"27,0";"38,2";"55,1";"76,9";"10,6";"26,4";"26,7";"8,3";"17,0";"27,3";"23,2";"5,7";"17,9";"26,4";"46,0";"40,0"
"Professionale";"4,7";"4,1";"2,8";"1,0";"4,1";"2,2";"2,3";"1,4";"2,7";"10,0";"4,0";"-";"7,4";"3,3";"6,0";"2,7"
"Istruzione artistica";"0,9";"-";"-";"-";"-";"0,1";"-";"3,3";"0,4";"0,7";"-";"-";"1,4";"1,3";"-";"0,3"
"Titolo estero";"1,1";"0,8";"0,8";"-";"3,3";"0,9";"-";"0,4";"1,7";"2,5";"-";"-";"0,4";"0,6";"-";"1,8"
"Voto di diploma (medie, in 100-mi) ";"84,0";"82,4";"85,9";"86,7";"85,8";"82,8";"81,0";"86,0";"86,9";"81,6";"80,9";"94,2";"82,2";"86,9";"83,4";"80,3"
"4. RIUSCITA NEGLI STUDI UNIVERSITARI"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Hanno precedenti esperienze universitarie (%) ";"27,2";"30,6";"32,9";"21,3";"6,8";"7,5";"8,6";"36,2";"22,4";"26,3";"20,0";"37,1";"36,2";"26,4";"15,2";"30,2"
"Portate a termine";"19,0";"22,5";"28,8";"18,7";"3,0";"3,8";"4,9";"24,7";"18,4";"11,0";"8,9";"36,2";"24,9";"20,3";"8,7";"20,3"
"Non portate a termine";"8,2";"8,1";"4,1";"2,7";"3,8";"3,8";"3,7";"11,4";"3,9";"15,3";"11,1";"0,9";"11,3";"6,1";"6,5";"9,9"
"Nessuna precedente esperienza universitaria";"72,0";"68,5";"66,4";"77,3";"92,8";"91,1";"91,4";"63,0";"76,7";"72,8";"80,0";"62,9";"63,3";"72,8";"84,8";"67,9"
"Motivazioni molto importanti nella scelta del corso di laurea (%) ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Fattori sia culturali sia professionalizzanti";"53,4";"52,3";"62,1";"72,0";"71,5";"69,4";"70,4";"32,4";"42,9";"63,6";"54,4";"47,4";"41,4";"49,3";"54,3";"43,9"
"Fattori prevalentemente culturali";"27,9";"25,2";"14,2";"6,7";"15,7";"14,9";"14,8";"58,6";"35,3";"18,2";"33,3";"37,1";"37,2";"32,6";"23,9";"32,5"
"Fattori prevalentemente professionalizzanti";"8,0";"9,0";"13,1";"10,7";"7,2";"7,9";"8,6";"1,9";"5,1";"10,6";"2,2";"5,2";"4,8";"8,8";"2,2";"13,2"
"Né gli uni né gli altri";"9,7";"11,7";"9,8";"10,7";"4,7";"6,0";"2,5";"7,1";"16,0";"6,2";"8,9";"9,5";"14,9";"8,6";"17,4";"10,4"
"Età all'immatricolazione (%) ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Regolare o 1 anno di ritardo";"77,4";"82,1";"84,0";"81,7";"93,9";"87,5";"80,9";"83,1";"87,8";"63,2";"82,8";"95,1";"66,2";"84,4";"82,0";"70,3"
"2 o più anni di ritardo";"22,6";"17,9";"16,0";"18,3";"6,1";"12,5";"19,1";"16,9";"12,2";"36,8";"17,2";"4,9";"33,8";"15,6";"18,0";"29,7"
"Punteggio degli esami (medie, in 30-mi) ";"26,8";"26,1";"26,3";"26,1";"24,5";"25,8";"25,7";"28,2";"27,4";"26,7";"25,4";"26,9";"27,6";"26,3";"26,2";"26,6"
"Voto di laurea (medie, in 110-mi) ";"106,2";"105,8";"105,7";"104,5";"101,0";"103,9";"103,9";"109,8";"106,4";"106,9";"100,4";"105,6";"108,2";"105,0";"104,6";"104,4"
"Regolarità negli studi (%) ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"In corso";"39,4";"28,5";"40,0";"44,2";"32,5";"28,6";"25,2";"33,0";"26,8";"52,9";"23,2";"41,8";"50,6";"29,6";"38,0";"30,9"
"1° anno fuori corso";"21,7";"26,8";"21,2";"19,2";"15,4";"14,4";"19,1";"20,9";"31,4";"20,3";"17,2";"42,6";"22,8";"24,4";"22,0";"20,6"
"2° anno fuori corso";"11,9";"7,3";"11,0";"8,7";"10,6";"12,8";"11,5";"16,4";"15,3";"10,2";"16,2";"9,0";"10,7";"12,0";"16,0";"13,0"
"3° anno fuori corso";"6,9";"11,4";"7,3";"1,9";"9,3";"7,4";"11,5";"7,9";"7,3";"5,2";"6,1";"2,5";"6,5";"7,7";"8,0";"7,0"
"4° anno fuori corso";"5,2";"5,7";"5,4";"4,8";"7,7";"3,3";"10,7";"6,3";"5,9";"3,4";"8,1";"3,3";"3,1";"9,3";"6,0";"9,1"
"5° anno fuori corso e oltre";"14,9";"20,3";"15,2";"21,2";"24,4";"33,6";"22,1";"15,6";"13,2";"8,1";"29,3";"0,8";"6,3";"17,0";"10,0";"19,4"
"Durata degli studi (medie, in anni) ";"5,4";"6,0";"4,9";"5,0";"7,5";"8,2";"7,2";"5,2";"5,1";"5,2";"7,7";"3,5";"4,2";"5,4";"4,8";"5,7"
"Ritardo alla laurea (medie, in anni) ";"1,8";"2,6";"1,7";"1,8";"2,4";"3,3";"2,3";"2,0";"1,9";"1,2";"3,1";"0,6";"1,0";"2,1";"1,4";"2,4"
"Indice di ritardo (rapporto fra ritardo e durata legale del corso) ";"0,50";"0,72";"0,51";"0,51";"0,52";"0,82";"0,57";"0,59";"0,57";"0,27";"0,72";"0,21";"0,31";"0,63";"0,45";"0,69"
"5. CONDIZIONI DI STUDIO"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Hanno alloggiato a meno di un'ora di viaggio dalla sede degli studi (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Più del 50% della durata degli studi";"69,9";"79,3";"69,3";"81,3";"74,0";"66,1";"59,3";"72,8";"71,6";"67,4";"76,7";"83,6";"66,9";"72,8";"78,3";"67,0"
"Meno del 50%";"27,8";"18,0";"28,6";"18,7";"23,8";"31,3";"30,9";"26,4";"26,9";"30,1";"22,2";"15,5";"30,2";"25,9";"17,4";"30,2"
"Hanno frequentato regolarmente (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Più del 75% degli insegnamenti previsti";"63,1";"80,2";"46,4";"48,0";"93,2";"31,3";"27,2";"61,1";"47,4";"90,4";"86,7";"96,6";"59,5";"84,6";"87,0";"29,2"
"Tra il 50% e il 75%";"20,0";"8,1";"30,6";"30,7";"4,7";"28,4";"29,6";"25,4";"32,3";"6,9";"4,4";"2,6";"21,1";"10,7";"8,7";"30,7"
"Tra il 25% e il 50%";"9,6";"6,3";"13,3";"18,7";"0,4";"23,8";"23,5";"8,9";"13,9";"0,8";"3,3";"-";"9,6";"1,9";"2,2";"25,5"
"Meno del 25%";"6,0";"2,7";"8,5";"2,7";"0,4";"14,3";"14,8";"4,2";"5,7";"0,4";"4,4";"-";"8,1";"1,9";"-";"13,7"
"Hanno usufruito del servizio di borse di studio (%)";"26,7";"18,0";"25,1";"37,3";"20,9";"22,8";"13,6";"26,4";"28,1";"23,1";"22,2";"30,2";"32,7";"30,1";"39,1";"25,5"
"Hanno svolto periodi di studio all'estero nel corso degli studi universitari (%)";"7,5";"3,6";"12,1";"2,7";"3,4";"7,1";"7,4";"3,3";"34,4";"7,8";"4,4";"2,6";"3,3";"2,9";"2,2";"3,8"
"Con Erasmus o altro programma dell'Unione Europea";"3,9";"2,7";"8,2";"-";"-";"2,6";"3,7";"1,9";"13,9";"5,5";"1,1";"2,6";"1,5";"0,6";"2,2";"1,4"
"Altra esperienza riconosciuta dal corso di studi";"1,1";"0,9";"0,6";"-";"0,9";"1,0";"3,7";"0,4";"6,3";"1,3";"1,1";"-";"0,4";"0,5";"-";"1,9"
"Iniziativa personale";"2,5";"-";"3,3";"2,7";"2,6";"3,6";"-";"1,0";"13,9";"1,0";"2,2";"-";"1,5";"1,8";"-";"0,5"
"Non hanno compiuto studi all'estero";"92,1";"96,4";"87,4";"97,3";"96,6";"92,7";"92,6";"96,0";"65,6";"91,4";"95,6";"97,4";"96,5";"96,8";"97,8";"95,3"
"1 o più esami all'estero convalidati (%)";"3,5";"1,8";"7,8";"-";"-";"2,4";"3,7";"1,9";"12,4";"5,3";"1,1";"-";"1,3";"0,6";"-";"0,5"
"Hanno preparato all'estero una parte significativa della tesi (%)";"3,0";"3,6";"3,8";"1,3";"1,7";"1,6";"1,2";"2,5";"14,5";"1,9";"2,2";"0,9";"2,4";"1,3";"2,2";"2,8"
"Hanno svolto tirocini/stage o lavoro riconosciuti dal corso di laurea (%)";"51,0";"76,6";"30,3";"46,7";"81,3";"1,2";"1,2";"16,6";"43,2";"67,8";"71,1";"91,4";"83,1";"64,2";"69,6";"24,1"
"Presso l'università";"12,7";"0,9";"0,8";"-";"3,4";"0,4";"-";"4,8";"2,1";"26,0";"61,1";"64,7";"3,6";"41,4";"63,0";"0,5"
"Al di fuori dell'università";"37,8";"75,7";"28,9";"46,7";"74,5";"0,8";"1,2";"11,9";"40,5";"41,3";"10,0";"25,9";"78,8";"22,7";"6,5";"23,6"
"Nessuna esperienza di tirocinio o lavoro riconosciuto";"48,0";"23,4";"69,2";"53,3";"17,9";"97,6";"96,3";"82,7";"55,6";"30,5";"27,8";"7,8";"15,7";"35,0";"30,4";"75,0"
"Mesi impiegati per la tesi/prova finale (medie)";"5,6";"5,7";"4,0";"4,2";"5,0";"5,8";"5,4";"6,7";"5,1";"7,0";"8,6";"3,8";"6,0";"5,5";"5,4";"5,6"
"6. LAVORO DURANTE GLI STUDI"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Hanno esperienze di lavoro (%) ";"70,2";"75,7";"77,0";"61,3";"59,1";"73,0";"76,5";"70,9";"79,5";"55,8";"76,7";"50,9";"75,4";"67,0";"47,8";"82,5"
"Lavoratori-studenti";"7,1";"7,2";"9,0";"10,7";"1,7";"5,8";"16,0";"4,2";"4,5";"7,2";"7,8";"0,9";"9,8";"3,2";"6,5";"17,0"
"Altre esperienze di lavoro con continuità a tempo pieno";"3,3";"3,6";"4,1";"5,3";"1,7";"2,8";"4,9";"3,3";"4,5";"2,5";"3,3";"1,7";"3,7";"2,9";"6,5";"1,9"
"Lavoro a tempo parziale";"22,1";"18,0";"28,1";"14,7";"17,4";"19,2";"16,0";"21,6";"28,1";"13,0";"24,4";"11,2";"27,3";"21,8";"6,5";"26,9"
"Lavoro occasionale, saltuario, stagionale";"37,7";"46,8";"35,8";"30,7";"38,3";"45,2";"39,5";"41,8";"42,3";"33,1";"41,1";"37,1";"34,6";"39,2";"28,3";"36,8"
"Nessuna esperienza di lavoro";"28,9";"22,5";"22,2";"38,7";"40,9";"25,4";"22,2";"28,7";"19,6";"42,6";"22,2";"48,3";"24,2";"32,0";"52,2";"17,5"
"Lavoro coerente con gli studi";"19,3";"27,9";"28,7";"18,7";"8,5";"8,3";"13,6";"18,9";"24,8";"19,3";"14,4";"0,9";"25,5";"14,2";"6,5";"9,0"
"7. GIUDIZI SULL'ESPERIENZA UNIVERSITARIA"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Sono complessivamente soddisfatti del corso di laurea (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Decisamente sì";"36,1";"34,2";"36,4";"42,7";"44,3";"41,7";"51,9";"33,7";"23,3";"32,9";"25,6";"41,4";"36,2";"38,9";"37,0";"36,3"
"Più sì che no";"49,3";"45,0";"50,2";"49,3";"46,0";"44,0";"44,4";"53,0";"51,7";"48,9";"50,0";"50,9";"49,9";"48,2";"58,7";"53,3"
"Più no che sì";"12,1";"18,9";"11,7";"8,0";"8,1";"11,9";"2,5";"10,2";"22,7";"13,8";"18,9";"6,0";"11,3";"10,9";"2,2";"9,9"
"Decisamente no";"1,6";"0,9";"1,1";"-";"1,3";"1,4";"1,2";"2,7";"1,2";"2,8";"3,3";"-";"1,4";"1,3";"-";"0,5"
"Sono soddisfatti dei rapporti con i docenti in generale (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Decisamente sì";"21,6";"30,6";"13,4";"30,7";"21,7";"17,3";"38,3";"23,3";"19,0";"23,5";"23,3";"37,1";"23,0";"23,4";"30,4";"21,2"
"Più sì che no";"58,1";"53,2";"58,1";"56,0";"56,2";"50,8";"50,6";"60,5";"60,4";"54,4";"45,6";"53,4";"63,4";"62,2";"60,9";"57,5"
"Più no che sì";"17,5";"14,4";"25,5";"13,3";"17,9";"25,6";"9,9";"14,8";"17,5";"18,4";"26,7";"8,6";"11,5";"12,5";"8,7";"19,3"
"Decisamente no";"1,8";"0,9";"2,4";"-";"1,7";"5,4";"1,2";"0,8";"1,2";"2,4";"2,2";"-";"0,8";"1,1";"-";"0,9"
"Sono soddisfatti dei rapporti con gli studenti (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Decisamente sì";"59,6";"64,9";"60,9";"69,3";"67,7";"52,0";"66,7";"57,8";"58,3";"56,7";"70,0";"69,0";"56,6";"64,2";"76,1";"60,8"
"Più sì che no";"33,6";"30,6";"34,9";"26,7";"26,0";"38,7";"25,9";"35,6";"35,3";"35,1";"22,2";"24,1";"35,3";"30,1";"23,9";"32,5"
"Più no che sì";"4,7";"2,7";"3,4";"4,0";"3,4";"6,2";"6,2";"4,4";"4,2";"6,1";"4,4";"3,4";"5,9";"3,4";"-";"4,7"
"Decisamente no";"0,8";"0,9";"0,1";"-";"-";"2,0";"1,2";"1,7";"0,9";"0,4";"-";"1,7";"0,7";"1,1";"-";"0,5"
"Valutazione delle aule (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Sempre o quasi sempre adeguate";"17,8";"19,8";"17,7";"30,7";"17,0";"14,1";"7,4";"11,4";"15,4";"22,0";"31,1";"38,8";"10,2";"28,6";"26,1";"15,1"
"Spesso adeguate";"42,7";"38,7";"51,8";"48,0";"45,5";"40,5";"32,1";"46,6";"48,0";"37,7";"45,6";"44,8";"30,6";"49,0";"37,0";"53,3"
"Raramente adeguate";"32,3";"29,7";"26,7";"20,0";"32,8";"37,5";"48,1";"34,7";"33,8";"30,5";"16,7";"15,5";"46,9";"18,7";"32,6";"26,4"
"Mai adeguate";"5,2";"8,1";"1,1";"1,3";"3,4";"5,0";"9,9";"6,4";"1,5";"8,1";"4,4";"-";"10,2";"2,4";"2,2";"2,8"
"Non utilizzate";"0,9";"2,7";"1,7";"-";"-";"1,2";"-";"0,4";"0,3";"0,1";"1,1";"-";"1,2";"0,6";"-";"2,4"
"Valutazione delle postazioni informatiche (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Presenti e in numero adeguato";"22,4";"25,2";"34,1";"48,0";"59,1";"15,1";"14,8";"9,8";"26,3";"15,5";"57,8";"24,1";"7,7";"35,5";"32,6";"6,1"
"Presenti, ma in numero inadeguato";"46,4";"49,5";"39,7";"40,0";"34,9";"47,6";"50,6";"58,2";"55,0";"52,2";"30,0";"74,1";"38,4";"52,3";"54,3";"32,1"
"Non presenti";"12,3";"2,7";"4,6";"1,3";"1,7";"12,3";"8,6";"8,7";"1,8";"22,7";"1,1";"-";"25,2";"4,0";"10,9";"23,6"
"Non utilizzate";"17,8";"21,6";"20,6";"10,7";"3,0";"23,0";"23,5";"22,5";"15,7";"7,9";"10,0";"0,9";"27,5";"7,7";"-";"37,7"
"Valutazione delle biblioteche (prestito/consultazione, orari di apertura ...) (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
