"PROFILO DEI LAUREATI"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"23-24 anni";"28,3";"31,0";"30,5";"33,1";"28,1";"26,6";"24,6";"26,0";"29,5";"27,8";"16,0";"45,9";"28,3";"28,3";"34,8";"23,5"
"25-26 anni";"21,9";"23,0";"24,5";"18,6";"26,2";"26,9";"31,1";"20,5";"25,1";"18,5";"24,5";"22,3";"18,7";"22,5";"17,4";"24,1"
"27 anni e oltre";"33,8";"38,9";"25,8";"22,9";"42,5";"46,0";"44,3";"36,6";"22,6";"36,4";"52,1";"9,6";"32,0";"32,7";"21,7";"40,7"
"Età alla laurea (medie, in anni)";"27,1";"27,2";"26,1";"25,8";"27,3";"28,5";"28,6";"27,4";"25,7";"27,3";"28,7";"24,5";"27,4";"26,2";"25,8";"28,4"
"Cittadini stranieri (%) ";"1,3";"1,8";"1,2";"-";"3,6";"0,6";"-";"0,1";"4,0";"1,8";"-";"-";"0,8";"0,9";"-";"3,0"
"Residenza (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Stessa provincia della sede degli studi";"66,6";"61,9";"67,0";"89,0";"49,3";"60,9";"94,3";"69,1";"66,7";"70,8";"51,1";"73,2";"67,1";"60,3";"82,6";"59,0"
"Altra provincia della stessa regione";"27,6";"28,3";"24,1";"5,1";"41,2";"31,8";"3,3";"27,0";"28,3";"25,1";"34,0";"21,0";"28,8";"34,8";"13,0";"29,8"
"Altra regione";"5,5";"9,7";"8,7";"5,9";"9,0";"7,2";"2,5";"3,9";"4,7";"3,5";"14,9";"5,7";"4,0";"4,3";"4,3";"10,8"
"Estero";"0,3";"-";"0,2";"-";"0,5";"0,2";"-";"-";"0,2";"0,6";"-";"-";"0,1";"0,5";"-";"0,3"
"2. ORIGINE SOCIALE"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Titolo di studio dei genitori (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Entrambi con laurea";"6,2";"3,1";"4,1";"3,1";"10,1";"9,8";"9,2";"8,2";"6,4";"6,5";"13,3";"10,9";"3,4";"7,1";"5,0";"4,5"
"Uno solo con laurea";"13,7";"17,3";"12,6";"7,1";"14,1";"19,6";"18,4";"17,7";"12,2";"11,5";"21,7";"22,4";"10,1";"15,5";"10,0";"13,0"
"Scuola media superiore";"43,5";"34,7";"45,0";"50,0";"45,2";"42,8";"42,5";"42,3";"46,2";"39,5";"38,6";"49,7";"43,5";"48,0";"65,0";"40,5"
"Titoli inferiori o nessun titolo";"35,2";"42,9";"37,4";"38,8";"29,1";"27,0";"27,6";"30,5";"34,3";"40,5";"25,3";"17,0";"41,7";"28,0";"20,0";"42,0"
"Classe sociale (%) ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Borghesia";"15,0";"13,3";"15,3";"7,1";"22,1";"25,4";"24,1";"17,9";"11,6";"13,5";"32,5";"20,4";"11,4";"11,1";"5,0";"10,0"
"Classe media impiegatizia";"28,1";"22,4";"23,9";"25,5";"28,6";"31,3";"28,7";"32,4";"27,1";"25,8";"28,9";"36,1";"27,1";"33,9";"35,0";"27,5"
"Piccola borghesia";"21,7";"35,7";"28,3";"23,5";"18,6";"18,9";"10,3";"20,6";"19,8";"19,5";"18,1";"18,4";"24,4";"17,8";"20,0";"22,0"
"Classe operaia";"31,9";"26,5";"30,3";"41,8";"26,1";"22,0";"34,5";"25,7";"39,5";"36,0";"19,3";"25,2";"33,9";"33,3";"40,0";"37,5"
"3. STUDI SECONDARI SUPERIORI"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Diploma (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Liceo classico";"16,5";"5,3";"7,8";"4,2";"18,1";"33,6";"29,5";"41,5";"12,4";"12,0";"22,3";"19,1";"12,9";"9,6";"4,3";"13,9"
"Liceo linguistico";"6,0";"0,9";"3,1";"1,7";"5,9";"3,4";"1,6";"5,9";"34,7";"3,2";"5,3";"2,5";"7,3";"1,6";"4,3";"9,0"
"Liceo scientifico";"32,9";"35,4";"30,4";"28,0";"53,8";"30,3";"27,9";"26,9";"18,4";"38,8";"41,5";"68,8";"21,0";"53,2";"43,5";"24,7"
"Liceo socio-psico-pedagogico o ist. magistrale";"10,3";"2,7";"1,3";"0,8";"5,0";"6,0";"6,6";"11,2";"5,7";"7,9";"1,1";"1,9";"29,6";"2,9";"-";"12,0"
"Tecnico";"26,5";"46,0";"54,0";"61,9";"10,9";"23,4";"29,5";"8,4";"23,8";"23,1";"18,1";"5,7";"19,7";"28,0";"43,5";"31,9"
"Professionale";"4,9";"8,0";"2,2";"3,4";"1,8";"2,1";"3,3";"2,4";"1,2";"9,5";"8,5";"1,9";"6,7";"3,3";"4,3";"5,7"
"Istruzione artistica";"1,0";"-";"0,1";"-";"0,5";"0,5";"1,6";"2,9";"0,5";"1,2";"2,1";"-";"1,5";"0,7";"-";"0,3"
"Titolo estero";"1,1";"1,8";"1,1";"-";"4,1";"0,6";"-";"0,3";"3,2";"1,4";"1,1";"-";"0,7";"0,8";"-";"2,4"
"Voto di diploma (medie, in 100-mi) ";"84,3";"83,3";"86,2";"88,2";"86,0";"82,6";"84,0";"84,9";"87,3";"82,4";"79,6";"95,5";"82,5";"87,4";"83,9";"80,2"
"4. RIUSCITA NEGLI STUDI UNIVERSITARI"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Hanno precedenti esperienze universitarie (%) ";"30,0";"52,0";"34,4";"29,6";"12,1";"6,7";"11,5";"35,4";"26,7";"27,1";"18,1";"51,0";"36,6";"35,8";"20,0";"29,0"
"Portate a termine";"20,8";"45,9";"30,9";"27,6";"3,0";"2,6";"8,0";"25,1";"22,5";"8,4";"4,8";"50,3";"25,3";"29,7";"5,0";"21,5"
"Non portate a termine";"9,2";"6,1";"3,5";"2,0";"9,0";"4,1";"3,4";"10,3";"4,3";"18,8";"13,3";"0,7";"11,3";"6,0";"15,0";"7,5"
"Nessuna precedente esperienza universitaria";"69,3";"48,0";"65,4";"69,4";"87,4";"91,7";"86,2";"64,0";"72,9";"71,6";"81,9";"49,0";"63,0";"63,9";"80,0";"69,0"
"Motivazioni molto importanti nella scelta del corso di laurea (%) ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Fattori sia culturali sia professionalizzanti";"54,4";"56,1";"60,9";"63,3";"68,3";"68,0";"71,3";"36,2";"47,4";"63,1";"63,9";"52,4";"43,3";"49,1";"55,0";"43,5"
"Fattori prevalentemente culturali";"26,8";"22,4";"17,1";"9,2";"16,1";"19,6";"13,8";"52,8";"35,9";"18,2";"27,7";"32,7";"34,6";"30,8";"25,0";"28,0"
"Fattori prevalentemente professionalizzanti";"8,5";"10,2";"13,2";"10,2";"6,0";"5,9";"5,7";"2,5";"5,8";"12,0";"2,4";"5,4";"6,6";"7,3";"15,0";"12,0"
"Né gli uni né gli altri";"9,6";"11,2";"8,7";"16,3";"9,5";"5,7";"6,9";"7,6";"10,6";"5,7";"6,0";"9,5";"14,7";"11,9";"5,0";"15,5"
"Età all'immatricolazione (%) ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Regolare o 1 anno di ritardo";"77,3";"74,3";"82,0";"88,1";"91,9";"89,6";"79,5";"76,8";"86,4";"69,7";"84,0";"95,5";"68,2";"81,2";"82,6";"69,9"
"2 o più anni di ritardo";"22,7";"25,7";"18,0";"11,9";"8,1";"10,4";"20,5";"23,2";"13,6";"30,3";"16,0";"4,5";"31,8";"18,8";"17,4";"30,1"
"Punteggio degli esami (medie, in 30-mi) ";"26,8";"26,4";"26,2";"26,4";"24,3";"26,0";"26,0";"28,1";"27,4";"26,7";"25,1";"27,3";"27,5";"26,4";"25,9";"26,5"
"Voto di laurea (medie, in 110-mi) ";"106,2";"106,8";"105,5";"105,9";"100,3";"103,9";"105,1";"109,5";"106,3";"106,6";"99,5";"107,3";"107,8";"105,3";"104,5";"104,1"
"Regolarità negli studi (%) ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"In corso";"39,1";"40,7";"40,5";"40,7";"26,2";"25,7";"29,5";"31,0";"28,0";"47,4";"17,0";"47,8";"52,9";"31,0";"26,1";"26,8"
"1° anno fuori corso";"23,1";"23,0";"18,6";"21,2";"19,5";"18,3";"22,1";"23,7";"32,8";"25,0";"12,8";"35,0";"21,5";"25,8";"30,4";"25,0"
"2° anno fuori corso";"12,3";"6,2";"13,0";"15,3";"15,8";"10,1";"18,0";"14,4";"15,1";"10,8";"18,1";"11,5";"10,1";"12,5";"17,4";"16,3"
"3° anno fuori corso";"6,8";"8,0";"8,8";"5,9";"4,5";"9,5";"13,1";"7,2";"6,0";"5,1";"13,8";"3,2";"4,7";"8,1";"17,4";"6,9"
"4° anno fuori corso";"4,6";"8,0";"5,1";"3,4";"10,9";"4,6";"3,3";"5,0";"4,7";"4,1";"12,8";"-";"3,0";"5,3";"-";"4,8"
"5° anno fuori corso e oltre";"14,3";"14,2";"14,0";"13,6";"23,1";"31,8";"13,9";"18,6";"13,4";"7,6";"25,5";"2,5";"7,8";"17,3";"8,7";"20,2"
"Durata degli studi (medie, in anni) ";"5,3";"4,9";"4,8";"4,5";"7,6";"8,4";"6,8";"5,5";"5,0";"5,1";"8,2";"3,4";"4,2";"5,1";"4,7";"5,7"
"Ritardo alla laurea (medie, in anni) ";"1,8";"1,9";"1,7";"1,4";"2,6";"3,5";"1,7";"2,2";"1,8";"1,1";"3,7";"0,6";"1,0";"2,0";"1,3";"2,5"
"Indice di ritardo (rapporto fra ritardo e durata legale del corso) ";"0,50";"0,61";"0,53";"0,44";"0,56";"0,86";"0,41";"0,67";"0,54";"0,27";"0,87";"0,22";"0,32";"0,61";"0,44";"0,73"
"5. CONDIZIONI DI STUDIO"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Hanno alloggiato a meno di un'ora di viaggio dalla sede degli studi (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Più del 50% della durata degli studi";"71,0";"81,6";"75,0";"69,4";"76,4";"69,3";"72,4";"67,6";"66,9";"70,3";"83,1";"80,3";"66,9";"74,0";"65,0";"65,0"
"Meno del 50%";"27,1";"18,4";"24,0";"28,6";"23,1";"29,3";"26,4";"29,5";"32,2";"26,7";"15,7";"19,7";"30,5";"24,1";"35,0";"32,0"
"Hanno frequentato regolarmente (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Più del 75% degli insegnamenti previsti";"66,3";"78,6";"51,6";"51,0";"93,5";"28,5";"33,3";"62,3";"52,3";"92,0";"86,7";"98,6";"60,2";"81,7";"90,0";"37,5"
"Tra il 50% e il 75%";"19,0";"16,3";"27,8";"31,6";"4,0";"32,4";"29,9";"22,7";"30,1";"5,6";"6,0";"1,4";"21,8";"12,5";"10,0";"31,5"
"Tra il 25% e il 50%";"8,5";"2,0";"13,8";"11,2";"1,0";"20,9";"21,8";"9,1";"13,4";"0,8";"4,8";"-";"9,7";"2,5";"-";"16,5"
"Meno del 25%";"5,3";"2,0";"6,3";"5,1";"1,5";"17,0";"13,8";"5,3";"3,3";"0,3";"2,4";"-";"7,4";"2,2";"-";"13,5"
"Hanno usufruito del servizio di borse di studio (%)";"28,1";"18,4";"29,1";"30,6";"25,1";"23,9";"20,7";"27,4";"34,0";"24,2";"26,5";"25,2";"33,4";"27,6";"50,0";"33,0"
"Hanno svolto periodi di studio all'estero nel corso degli studi universitari (%)";"7,8";"2,0";"11,3";"1,0";"5,0";"6,5";"1,1";"5,5";"31,9";"9,0";"3,6";"2,0";"3,2";"2,9";"-";"10,5"
"Con Erasmus o altro programma dell'Unione Europea";"4,2";"2,0";"8,0";"-";"0,5";"2,8";"-";"2,9";"11,6";"7,2";"1,2";"0,7";"1,3";"1,2";"-";"2,0"
"Altra esperienza riconosciuta dal corso di studi";"0,8";"-";"0,8";"-";"0,5";"0,2";"1,1";"0,2";"4,0";"1,0";"-";"1,4";"0,4";"0,2";"-";"3,0"
"Iniziativa personale";"2,7";"-";"2,5";"1,0";"4,0";"3,3";"-";"2,3";"16,4";"0,8";"2,4";"-";"1,5";"1,4";"-";"5,5"
"Non hanno compiuto studi all'estero";"92,0";"98,0";"88,5";"99,0";"95,0";"93,0";"98,9";"94,3";"68,1";"90,7";"96,4";"98,0";"96,6";"96,9";"100,0";"88,5"
"1 o più esami all'estero convalidati (%)";"3,9";"2,0";"7,1";"1,0";"-";"2,4";"-";"2,3";"10,3";"7,2";"1,2";"0,7";"1,4";"1,1";"-";"1,0"
"Hanno preparato all'estero una parte significativa della tesi (%)";"2,8";"3,1";"4,2";"-";"1,5";"1,7";"1,1";"3,2";"10,0";"1,4";"-";"2,0";"2,8";"1,5";"-";"5,0"
"Hanno svolto tirocini/stage o lavoro riconosciuti dal corso di laurea (%)";"55,3";"64,3";"27,7";"61,2";"83,9";"0,7";"5,7";"21,3";"41,9";"77,6";"74,7";"93,2";"85,0";"67,5";"75,0";"33,5"
"Tirocini organizzati dal corso e svolti presso l'università";"14,1";"1,0";"1,1";"1,0";"3,0";"0,2";"2,3";"6,1";"1,2";"29,4";"61,4";"47,6";"4,0";"40,4";"55,0";"0,5"
"Tirocini organizzati dal corso e svolti al di fuori dell'università";"33,6";"58,2";"15,8";"32,7";"75,4";"0,2";"2,3";"11,4";"34,3";"45,5";"8,4";"44,2";"60,9";"23,1";"15,0";"30,5"
"Attività di lavoro successivamente riconosciute dal corso";"6,9";"5,1";"9,9";"27,6";"3,0";"0,2";"1,1";"2,9";"6,1";"1,4";"4,8";"0,7";"19,9";"2,6";"5,0";"2,0"
"Nessuna esperienza di tirocinio o lavoro riconosciuto";"43,9";"35,7";"71,8";"37,8";"16,1";"98,5";"93,1";"78,1";"57,4";"21,0";"24,1";"6,8";"14,6";"31,7";"25,0";"63,5"
"Mesi impiegati per la tesi/prova finale (medie)";"5,5";"6,5";"3,9";"4,4";"4,7";"6,0";"6,3";"6,3";"5,1";"6,1";"8,8";"4,2";"5,8";"5,7";"5,7";"5,1"
"6. LAVORO DURANTE GLI STUDI"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Hanno esperienze di lavoro (%) ";"68,9";"78,6";"76,8";"68,4";"62,3";"73,0";"71,3";"69,7";"81,5";"55,0";"71,1";"50,3";"76,1";"64,6";"65,0";"74,0"
"Lavoratori-studenti";"6,9";"9,2";"7,7";"15,3";"4,0";"5,7";"9,2";"7,4";"5,8";"5,8";"4,8";"-";"10,6";"4,2";"-";"8,0"
"Altre esperienze di lavoro con continuità a tempo pieno";"3,6";"5,1";"3,9";"3,1";"4,5";"4,3";"2,3";"2,7";"3,0";"2,8";"3,6";"0,7";"5,2";"2,8";"-";"3,5"
"Lavoro a tempo parziale";"20,8";"29,6";"27,0";"23,5";"13,6";"22,4";"16,1";"20,8";"26,4";"12,9";"19,3";"8,2";"25,0";"17,3";"25,0";"28,5"
"Lavoro occasionale, saltuario, stagionale";"37,6";"34,7";"38,2";"26,5";"40,2";"40,7";"43,7";"38,7";"46,2";"33,4";"43,4";"41,5";"35,4";"40,2";"40,0";"34,0"
"Nessuna esperienza di lavoro";"30,4";"21,4";"22,6";"31,6";"37,7";"26,3";"27,6";"29,9";"18,2";"43,6";"28,9";"49,0";"23,4";"34,7";"35,0";"25,0"
"Lavoro coerente con gli studi";"17,1";"40,8";"19,8";"21,4";"7,5";"8,5";"13,8";"17,9";"21,6";"15,0";"15,7";"2,7";"23,7";"15,2";"5,0";"10,5"
"7. GIUDIZI SULL'ESPERIENZA UNIVERSITARIA"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Sono complessivamente soddisfatti del corso di laurea (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Decisamente sì";"36,1";"33,7";"37,9";"37,8";"47,2";"42,8";"63,2";"34,9";"24,0";"35,0";"26,5";"40,1";"33,4";"34,5";"40,0";"37,5"
"Più sì che no";"49,1";"57,1";"50,2";"56,1";"37,7";"44,1";"28,7";"49,3";"60,2";"44,9";"53,0";"48,3";"51,5";"52,5";"30,0";"51,0"
"Più no che sì";"12,4";"9,2";"11,2";"4,1";"13,6";"10,0";"5,7";"12,8";"14,0";"15,8";"20,5";"10,9";"12,8";"9,9";"30,0";"10,5"
"Decisamente no";"1,8";"-";"0,4";"1,0";"1,5";"2,4";"2,3";"2,1";"1,8";"3,5";"-";"0,7";"1,6";"2,0";"-";"1,0"
"Sono soddisfatti dei rapporti con i docenti in generale (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Decisamente sì";"22,1";"33,7";"15,2";"19,4";"23,6";"17,6";"33,3";"24,2";"21,6";"24,9";"22,9";"25,2";"22,9";"23,5";"25,0";"19,5"
"Più sì che no";"59,3";"57,1";"56,8";"73,5";"50,8";"53,3";"55,2";"64,4";"64,7";"54,1";"57,8";"64,6";"62,5";"63,3";"65,0";"62,5"
"Più no che sì";"16,3";"8,2";"25,1";"6,1";"23,6";"26,3";"4,6";"9,7";"13,1";"18,1";"18,1";"9,5";"12,3";"10,8";"5,0";"15,0"
"Decisamente no";"1,7";"1,0";"2,3";"1,0";"1,5";"2,4";"4,6";"1,3";"0,6";"2,3";"1,2";"-";"1,1";"1,4";"5,0";"2,0"
"Sono soddisfatti dei rapporti con gli studenti (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Decisamente sì";"60,8";"67,3";"63,9";"64,3";"70,9";"53,7";"48,3";"55,4";"58,4";"61,1";"69,9";"63,9";"60,5";"64,4";"65,0";"53,0"
"Più sì che no";"33,2";"27,6";"32,5";"29,6";"26,6";"39,3";"43,7";"36,0";"38,0";"31,5";"27,7";"31,3";"32,7";"30,0";"35,0";"41,5"
"Più no che sì";"4,0";"3,1";"2,5";"4,1";"1,5";"5,0";"3,4";"5,9";"1,8";"5,6";"1,2";"2,7";"4,1";"3,7";"-";"4,0"
"Decisamente no";"0,9";"1,0";"0,6";"-";"-";"1,1";"1,1";"1,5";"1,5";"1,0";"-";"1,4";"1,1";"0,6";"-";"1,0"
"Valutazione delle aule (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Sempre o quasi sempre adeguate";"17,4";"18,4";"18,0";"13,3";"20,1";"15,2";"10,3";"9,5";"14,6";"22,9";"24,1";"35,4";"6,4";"28,8";"30,0";"14,0"
"Spesso adeguate";"43,1";"43,9";"50,4";"52,0";"47,2";"43,3";"40,2";"46,7";"56,8";"36,9";"48,2";"48,3";"29,1";"49,4";"30,0";"53,0"
"Raramente adeguate";"31,9";"29,6";"28,2";"28,6";"30,7";"33,9";"33,3";"34,9";"24,6";"32,2";"14,5";"15,0";"49,6";"17,5";"35,0";"26,5"
"Mai adeguate";"6,2";"5,1";"2,0";"5,1";"1,0";"4,6";"11,5";"8,0";"3,3";"7,2";"12,0";"1,4";"13,2";"2,8";"5,0";"4,0"
"Non utilizzate";"0,8";"3,1";"0,7";"1,0";"0,5";"2,4";"3,4";"0,4";"0,3";"0,1";"1,2";"-";"1,0";"0,8";"-";"2,0"
"Valutazione delle postazioni informatiche (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Presenti e in numero adeguato";"23,7";"30,6";"33,6";"44,9";"70,4";"15,2";"18,4";"11,8";"35,9";"16,2";"44,6";"27,9";"7,3";"37,9";"60,0";"14,0"
"Presenti, ma in numero inadeguato";"43,1";"41,8";"42,5";"41,8";"22,6";"44,8";"37,9";"56,0";"48,6";"44,1";"28,9";"66,7";"36,0";"47,1";"20,0";"34,5"
"Non presenti";"14,5";"5,1";"5,7";"1,0";"1,5";"11,1";"6,9";"9,1";"2,4";"27,7";"12,0";"1,4";"27,5";"5,4";"15,0";"19,5"
