"PROFILO DEI LAUREATI"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Altra regione";"5,9";"9,1";"7,8";"3,8";"4,4";"9,0";"5,6";"4,7";"6,8";"4,8";"15,3";"4,1";"4,2";"4,5";"3,2";"8,9"
"Estero";"0,3";"-";"0,2";"-";"0,4";"0,5";"-";"-";"0,9";"0,6";"0,8";"-";"0,3";"0,3";"-";"-"
"2. ORIGINE SOCIALE"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Titolo di studio dei genitori (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Entrambi con laurea";"6,6";"6,3";"6,3";"2,4";"9,3";"12,0";"12,3";"9,1";"5,4";"5,8";"9,0";"9,0";"2,6";"8,2";"-";"5,7"
"Uno solo con laurea";"12,8";"7,9";"14,4";"7,3";"15,8";"19,7";"16,4";"17,1";"13,7";"8,9";"18,9";"15,3";"8,5";"16,8";"17,9";"7,3"
"Scuola media superiore";"42,9";"45,2";"41,5";"44,4";"45,6";"39,8";"34,2";"48,2";"45,9";"42,0";"41,4";"51,4";"43,1";"39,4";"53,6";"44,1"
"Titoli inferiori o nessun titolo";"36,3";"39,7";"37,5";"43,5";"29,3";"27,3";"34,2";"24,6";"33,4";"41,5";"30,6";"22,2";"43,7";"34,0";"25,0";"40,8"
"Classe sociale (%) ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Borghesia";"14,4";"11,9";"17,2";"8,9";"18,6";"23,4";"20,5";"17,1";"14,2";"11,3";"23,4";"12,5";"11,4";"13,2";"3,6";"10,6"
"Classe media impiegatizia";"27,4";"27,0";"24,7";"21,0";"36,3";"29,6";"32,9";"34,1";"29,5";"22,5";"27,9";"38,2";"24,4";"31,8";"46,4";"26,1"
"Piccola borghesia";"23,1";"37,3";"28,2";"22,6";"20,0";"24,0";"12,3";"17,3";"21,0";"23,2";"25,2";"17,4";"24,0";"20,1";"-";"27,3"
"Classe operaia";"31,7";"22,2";"27,9";"42,7";"23,7";"20,7";"28,8";"28,0";"31,6";"39,0";"21,6";"29,9";"35,7";"31,8";"50,0";"31,4"
"3. STUDI SECONDARI SUPERIORI"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Diploma (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Liceo classico";"17,0";"3,8";"7,1";"6,3";"20,4";"33,8";"38,2";"41,8";"11,9";"13,1";"20,3";"15,0";"14,1";"11,1";"6,5";"15,3"
"Liceo linguistico";"6,3";"0,8";"2,4";"2,5";"0,9";"5,5";"4,5";"7,7";"37,4";"3,0";"3,4";"1,4";"6,7";"1,9";"-";"8,3"
"Liceo scientifico";"34,0";"43,2";"30,7";"25,2";"55,3";"26,9";"27,0";"28,1";"21,4";"40,8";"53,4";"76,2";"20,7";"53,5";"51,6";"26,4"
"Liceo socio-psico-pedagogico o ist. magistrale";"10,2";"2,3";"1,9";"3,8";"4,9";"4,3";"5,6";"8,7";"4,8";"9,0";"5,1";"2,0";"29,5";"2,3";"-";"13,1"
"Tecnico";"26,3";"41,7";"55,0";"59,1";"11,9";"26,1";"21,3";"8,3";"21,8";"22,7";"13,6";"4,8";"19,8";"28,3";"41,9";"30,6"
"Professionale";"3,6";"6,8";"1,4";"1,9";"4,0";"2,1";"3,4";"2,0";"-";"7,0";"3,4";"0,7";"5,8";"1,4";"-";"3,3"
"Istruzione artistica";"1,1";"0,8";"0,2";"0,6";"-";"0,2";"-";"3,3";"0,2";"1,1";"-";"-";"2,1";"0,6";"-";"0,8"
"Titolo estero";"1,1";"-";"1,2";"-";"2,7";"1,0";"-";"-";"2,4";"1,9";"0,8";"-";"0,6";"0,9";"-";"2,2"
"Voto di diploma (medie, in 100-mi) ";"84,1";"83,9";"86,2";"87,5";"85,2";"82,3";"83,6";"85,6";"87,0";"82,2";"81,6";"95,1";"82,1";"86,9";"85,5";"79,7"
"Hanno conseguito il diploma (%) ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Nella stessa provincia della sede degli studi universitari";"65,2";"56,8";"69,2";"88,7";"53,5";"63,1";"85,4";"66,2";"64,5";"70,7";"50,8";"66,0";"62,2";"58,6";"90,3";"60,3"
"In una provincia limitrofa";"25,7";"32,6";"24,4";"6,9";"31,9";"29,8";"11,2";"27,1";"26,2";"20,2";"27,1";"27,9";"28,5";"28,3";"9,7";"29,7"
"In una provincia non limitrofa, ma nella stessa ripartizione geografica";"6,9";"9,1";"4,3";"1,3";"10,6";"5,2";"2,2";"6,0";"5,9";"6,0";"19,5";"6,1";"7,9";"11,7";"-";"6,7"
"Al Sud, ma si sono laureati al Centro-Nord";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Al Centro, ma si sono laureati al Nord o al Sud";"0,2";"0,8";"0,1";"-";"0,4";"0,3";"-";"0,2";"-";"0,1";"0,8";"-";"0,1";"0,1";"-";"0,6"
"Al Nord, ma si sono laureati al Centro-Sud";"0,7";"0,8";"0,7";"3,1";"0,4";"0,6";"1,1";"0,3";"0,9";"1,1";"0,8";"-";"0,8";"0,4";"-";"0,6"
"All'estero";"1,2";"-";"1,2";"-";"3,1";"1,0";"-";"0,2";"2,4";"2,0";"0,8";"-";"0,6";"0,9";"-";"2,2"
"4. RIUSCITA NEGLI STUDI UNIVERSITARI"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Hanno precedenti esperienze universitarie (%) ";"32,1";"42,1";"36,6";"37,1";"10,2";"8,3";"9,6";"41,5";"35,8";"28,2";"18,9";"52,1";"39,1";"35,5";"28,6";"36,3"
"Portate a termine";"22,2";"34,9";"33,4";"33,1";"6,5";"2,5";"2,7";"32,4";"29,3";"7,2";"2,7";"50,7";"27,6";"28,5";"21,4";"30,2"
"Non portate a termine";"9,9";"7,1";"3,2";"4,0";"3,7";"5,8";"6,8";"9,1";"6,5";"21,0";"16,2";"1,4";"11,5";"7,0";"7,1";"6,1"
"Nessuna precedente esperienza universitaria";"67,2";"57,9";"63,1";"62,1";"88,8";"90,7";"90,4";"58,1";"63,5";"71,0";"80,2";"46,5";"60,0";"64,0";"71,4";"63,3"
"Motivazioni molto importanti nella scelta del corso di laurea (%) ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Fattori sia culturali sia professionalizzanti";"54,6";"60,3";"66,6";"55,6";"65,1";"65,4";"58,9";"32,6";"46,1";"64,2";"44,1";"45,1";"45,2";"49,6";"64,3";"50,6"
"Fattori prevalentemente culturali";"25,3";"16,7";"11,7";"9,7";"20,9";"20,1";"23,3";"56,8";"30,6";"16,1";"36,9";"40,3";"30,4";"30,6";"25,0";"23,7"
"Fattori prevalentemente professionalizzanti";"9,0";"6,3";"12,8";"17,7";"6,5";"8,5";"9,6";"1,7";"6,5";"12,6";"6,3";"1,4";"8,0";"7,0";"10,7";"11,4"
"Né gli uni né gli altri";"10,4";"16,7";"8,2";"16,9";"7,0";"5,6";"8,2";"8,0";"16,1";"6,2";"12,6";"13,2";"15,6";"12,3";"-";"13,9"
"Età all'immatricolazione (%) ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Regolare o 1 anno di ritardo";"76,8";"81,1";"80,7";"79,9";"90,7";"91,9";"87,6";"73,3";"83,7";"70,2";"87,3";"94,6";"68,4";"80,5";"80,6";"64,2"
"2 o più anni di ritardo";"23,2";"18,9";"19,3";"20,1";"9,3";"8,1";"12,4";"26,7";"16,3";"29,8";"12,7";"5,4";"31,6";"19,5";"19,4";"35,8"
"Punteggio degli esami (medie, in 30-mi) ";"26,6";"26,2";"26,3";"26,2";"24,2";"26,0";"25,6";"28,1";"27,4";"26,4";"25,3";"27,2";"27,3";"26,2";"26,5";"26,5"
"Voto di laurea (medie, in 110-mi) ";"105,5";"106,3";"105,3";"104,7";"99,7";"103,7";"103,2";"109,1";"106,1";"105,7";"100,4";"106,5";"106,7";"104,4";"106,2";"103,8"
"Regolarità negli studi (%) ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"In corso";"37,6";"41,7";"39,7";"30,8";"22,1";"28,4";"22,5";"40,0";"25,1";"49,9";"20,3";"52,4";"40,4";"30,1";"41,9";"31,7"
"1° anno fuori corso";"25,1";"22,7";"25,3";"25,2";"19,0";"19,7";"22,5";"27,5";"35,5";"24,0";"13,6";"25,9";"26,5";"25,3";"32,3";"22,8"
"2° anno fuori corso";"12,6";"12,9";"11,0";"22,6";"15,5";"11,9";"11,2";"8,9";"16,7";"10,0";"13,6";"10,9";"13,8";"15,3";"-";"14,4"
"3° anno fuori corso";"7,6";"7,6";"8,4";"6,9";"9,7";"9,4";"12,4";"7,1";"5,9";"5,5";"16,1";"7,5";"7,9";"7,3";"6,5";"9,2"
"4° anno fuori corso";"4,3";"2,3";"4,1";"1,9";"5,3";"6,2";"7,9";"4,4";"5,5";"2,7";"7,6";"1,4";"3,8";"4,8";"3,2";"6,7"
"5° anno fuori corso e oltre";"12,8";"12,9";"11,4";"12,6";"28,3";"24,6";"23,6";"12,2";"11,2";"7,8";"28,8";"2,0";"7,7";"17,2";"16,1";"15,3"
"Durata degli studi (medie, in anni) ";"5,2";"4,9";"4,6";"4,9";"8,0";"8,0";"7,3";"4,7";"4,8";"5,0";"8,0";"3,4";"4,5";"5,2";"4,6";"5,2"
"Ritardo alla laurea (medie, in anni) ";"1,7";"1,8";"1,5";"1,8";"2,8";"3,0";"2,4";"1,7";"1,7";"1,1";"3,2";"0,6";"1,2";"2,0";"1,4";"2,0"
"Indice di ritardo (rapporto fra ritardo e durata legale del corso) ";"0,48";"0,54";"0,48";"0,58";"0,62";"0,73";"0,61";"0,53";"0,54";"0,26";"0,73";"0,23";"0,40";"0,64";"0,49";"0,64"
"5. CONDIZIONI DI STUDIO"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Hanno alloggiato a meno di un'ora di viaggio dalla sede degli studi (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Più del 50% della durata degli studi";"72,7";"73,8";"75,8";"77,4";"71,2";"72,5";"68,5";"70,5";"74,9";"71,8";"80,2";"82,6";"67,7";"75,8";"71,4";"69,8"
"Meno del 50%";"25,5";"25,4";"22,7";"20,2";"25,6";"26,3";"31,5";"26,9";"24,1";"25,8";"19,8";"17,4";"29,5";"23,0";"28,6";"28,6"
"Hanno frequentato regolarmente (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Più del 75% degli insegnamenti previsti";"66,6";"84,1";"47,8";"60,5";"95,8";"30,0";"21,9";"65,3";"50,0";"92,7";"88,3";"96,5";"57,3";"84,2";"92,9";"38,8"
"Tra il 50% e il 75%";"18,7";"11,1";"30,4";"25,0";"3,3";"29,4";"41,1";"21,9";"30,6";"4,7";"5,4";"3,5";"24,2";"9,7";"3,6";"32,7"
"Tra il 25% e il 50%";"8,2";"1,6";"14,0";"10,5";"0,5";"22,6";"28,8";"6,7";"13,0";"1,1";"2,7";"-";"8,5";"3,1";"-";"15,1"
"Meno del 25%";"5,6";"3,2";"6,9";"3,2";"-";"17,4";"8,2";"5,3";"5,4";"0,5";"3,6";"-";"8,8";"2,4";"3,6";"11,8"
"Hanno usufruito del servizio di borse di studio (%)";"28,6";"23,0";"29,6";"40,3";"20,0";"23,2";"26,0";"23,6";"28,0";"30,2";"23,4";"34,7";"33,6";"25,7";"21,4";"31,4"
"Hanno svolto periodi di studio all'estero nel corso degli studi universitari (%)";"7,8";"1,6";"11,6";"1,6";"6,0";"5,6";"1,4";"5,5";"31,1";"7,3";"9,0";"2,8";"4,1";"3,4";"-";"9,4"
"Con Erasmus o altro programma dell'Unione Europea";"4,3";"1,6";"8,5";"0,8";"2,8";"1,2";"-";"2,9";"13,5";"5,9";"3,6";"1,4";"1,3";"1,3";"-";"4,1"
"Altra esperienza riconosciuta dal corso di studi";"0,8";"-";"0,4";"-";"1,9";"0,6";"-";"0,4";"2,8";"0,7";"3,6";"0,7";"0,9";"0,1";"-";"1,6"
"Iniziativa personale";"2,6";"-";"2,7";"0,8";"1,4";"3,7";"1,4";"2,1";"14,8";"0,6";"1,8";"0,7";"1,7";"1,8";"-";"3,7"
"Non hanno compiuto studi all'estero";"91,9";"98,4";"88,1";"98,4";"94,0";"94,0";"98,6";"94,3";"68,7";"92,0";"91,0";"97,2";"95,4";"96,4";"100,0";"90,6"
"1 o più esami all'estero convalidati (%)";"4,0";"0,8";"8,4";"0,8";"0,5";"0,8";"-";"2,9";"12,7";"6,0";"3,6";"1,4";"1,2";"0,9";"-";"4,1"
"Hanno preparato all'estero una parte significativa della tesi (%)";"2,7";"2,4";"2,8";"1,6";"3,3";"1,2";"-";"2,3";"11,9";"1,2";"1,8";"1,4";"2,2";"2,5";"-";"2,4"
"Hanno svolto tirocini/stage o lavoro riconosciuti dal corso di laurea (%)";"55,2";"72,2";"23,5";"60,5";"85,6";"2,7";"5,5";"24,6";"51,6";"76,6";"82,9";"96,5";"77,3";"66,0";"92,9";"37,1"
"Tirocini organizzati dal corso e svolti presso l'università";"14,6";"4,0";"0,5";"0,8";"4,7";"0,8";"1,4";"4,6";"1,0";"27,9";"55,9";"63,9";"7,1";"38,3";"53,6";"0,4"
"Tirocini organizzati dal corso e svolti al di fuori dell'università";"33,6";"57,9";"14,0";"36,3";"76,3";"0,8";"2,7";"15,2";"43,0";"46,7";"22,5";"30,6";"52,4";"23,9";"35,7";"32,7"
"Attività di lavoro successivamente riconosciute dal corso";"6,7";"10,3";"8,9";"23,4";"3,3";"0,8";"1,4";"4,6";"7,5";"1,4";"4,5";"2,1";"17,6";"3,6";"3,6";"4,1"
"Nessuna esperienza di tirocinio o lavoro riconosciuto";"44,1";"27,8";"76,3";"37,9";"13,0";"96,3";"93,2";"75,2";"47,4";"22,4";"17,1";"3,5";"22,1";"33,6";"7,1";"61,2"
"Mesi impiegati per la tesi/prova finale (medie)";"5,5";"5,9";"3,9";"4,5";"4,8";"6,0";"5,7";"6,7";"4,9";"6,1";"9,1";"4,3";"5,6";"5,7";"4,7";"5,4"
"6. LAVORO DURANTE GLI STUDI"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Hanno esperienze di lavoro (%) ";"67,7";"75,4";"77,6";"71,0";"69,8";"69,6";"52,1";"71,2";"81,3";"51,6";"71,2";"45,1";"74,3";"63,6";"60,7";"78,8"
"Lavoratori-studenti";"6,3";"4,8";"6,5";"12,1";"1,9";"8,3";"5,5";"5,1";"4,7";"3,9";"7,2";"-";"11,0";"2,7";"3,6";"14,7"
"Altre esperienze di lavoro con continuità a tempo pieno";"3,5";"4,8";"4,5";"3,2";"3,7";"3,7";"-";"2,7";"3,4";"2,6";"4,5";"2,8";"4,4";"3,3";"-";"3,7"
"Lavoro a tempo parziale";"20,3";"16,7";"27,6";"20,2";"20,0";"21,1";"15,1";"22,1";"25,6";"11,6";"22,5";"6,9";"26,2";"17,2";"17,9";"22,4"
"Lavoro occasionale, saltuario, stagionale";"37,7";"49,2";"39,0";"35,5";"44,2";"36,4";"31,5";"41,3";"47,7";"33,5";"36,9";"35,4";"32,8";"40,4";"39,3";"38,0"
"Nessuna esperienza di lavoro";"31,6";"23,8";"22,2";"29,0";"29,8";"30,0";"47,9";"28,4";"18,1";"47,3";"27,9";"54,9";"24,7";"36,0";"39,3";"20,4"
"Lavoro coerente con gli studi";"17,1";"23,0";"22,6";"29,0";"8,4";"9,3";"6,8";"18,1";"21,8";"11,8";"17,1";"4,2";"24,5";"14,3";"17,9";"18,0"
"7. GIUDIZI SULL'ESPERIENZA UNIVERSITARIA"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Sono complessivamente soddisfatti del corso di laurea (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Decisamente sì";"36,0";"48,4";"37,4";"41,1";"43,7";"40,8";"46,6";"34,9";"22,8";"36,4";"28,8";"40,3";"30,4";"36,8";"57,1";"43,7"
"Più sì che no";"49,0";"41,3";"48,7";"46,8";"44,7";"47,2";"47,9";"48,2";"53,6";"48,1";"56,8";"50,7";"53,8";"48,6";"28,6";"41,2"
"Più no che sì";"12,4";"9,5";"12,1";"10,5";"6,5";"11,0";"4,1";"13,5";"18,7";"13,0";"9,9";"7,6";"13,5";"12,3";"10,7";"11,4"
"Decisamente no";"2,0";"0,8";"1,4";"0,8";"3,7";"0,6";"1,4";"3,2";"4,4";"1,9";"3,6";"1,4";"1,5";"1,9";"3,6";"2,4"
"Sono soddisfatti dei rapporti con i docenti in generale (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Decisamente sì";"22,0";"42,1";"13,0";"24,2";"17,7";"18,0";"26,0";"25,9";"16,1";"24,1";"27,0";"26,4";"23,1";"23,2";"39,3";"26,1"
"Più sì che no";"59,1";"53,2";"57,9";"64,5";"55,8";"55,5";"67,1";"63,2";"63,2";"56,3";"55,0";"65,3";"61,1";"61,4";"46,4";"55,5"
"Più no che sì";"16,3";"4,8";"24,9";"9,7";"23,7";"20,5";"4,1";"9,7";"18,1";"17,0";"15,3";"7,6";"13,7";"14,0";"14,3";"15,9"
"Decisamente no";"1,9";"-";"3,2";"-";"1,4";"4,8";"1,4";"1,1";"1,8";"1,8";"1,8";"-";"1,3";"1,2";"-";"1,6"
"Sono soddisfatti dei rapporti con gli studenti (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Decisamente sì";"60,3";"70,6";"62,9";"53,2";"66,5";"53,6";"58,9";"56,4";"57,3";"58,9";"62,2";"66,7";"61,3";"64,5";"57,1";"58,8"
"Più sì che no";"33,0";"25,4";"31,9";"36,3";"27,0";"37,5";"37,0";"36,4";"37,6";"33,8";"33,3";"27,1";"31,6";"29,9";"39,3";"32,7"
"Più no che sì";"4,7";"2,4";"3,7";"8,9";"4,2";"6,0";"2,7";"5,7";"3,9";"4,9";"3,6";"3,5";"5,0";"3,6";"3,6";"6,1"
"Decisamente no";"0,7";"-";"0,4";"-";"0,5";"1,7";"-";"0,4";"0,3";"0,8";"0,9";"1,4";"0,7";"0,9";"-";"0,8"
"Valutazione delle aule (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Sempre o quasi sempre adeguate";"17,9";"16,7";"16,1";"19,4";"17,2";"9,9";"15,1";"12,6";"10,6";"21,7";"36,0";"39,6";"7,2";"34,6";"46,4";"15,9"
