"PROFILO DEI LAUREATI"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Titolo di studio dei genitori (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Entrambi con laurea";"6,6";"7,4";"5,6";"1,2";"10,2";"11,7";"11,9";"8,8";"6,0";"6,7";"10,3";"10,9";"3,3";"7,5";"1,1";"1,9"
"Uno solo con laurea";"13,0";"16,2";"13,0";"9,3";"16,8";"22,5";"9,9";"13,2";"13,2";"10,2";"17,5";"17,8";"10,0";"14,4";"7,9";"10,1"
"Scuola media superiore";"44,7";"38,2";"46,8";"41,9";"42,5";"39,5";"41,6";"49,6";"48,6";"39,7";"47,4";"55,0";"45,6";"48,7";"56,2";"38,2"
"Titoli inferiori o nessun titolo";"34,0";"36,8";"33,4";"46,5";"27,0";"24,6";"34,7";"27,3";"31,6";"40,6";"22,7";"16,3";"39,8";"27,1";"31,5";"48,7"
"Classe sociale (%) ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Borghesia";"14,4";"15,4";"15,4";"8,1";"16,8";"27,0";"14,9";"16,2";"14,0";"11,7";"22,7";"19,4";"10,5";"14,3";"7,9";"7,5"
"Classe media impiegatizia";"27,0";"18,4";"24,9";"23,3";"30,1";"28,7";"32,7";"31,2";"32,7";"22,7";"27,8";"32,6";"24,6";"31,9";"36,0";"25,1"
"Piccola borghesia";"21,8";"36,0";"27,0";"15,1";"23,0";"20,3";"18,8";"17,9";"22,8";"22,0";"18,6";"15,5";"22,1";"17,6";"10,1";"23,2"
"Classe operaia";"32,9";"27,2";"28,7";"50,0";"24,3";"20,5";"29,7";"31,2";"28,3";"38,5";"28,9";"31,8";"38,9";"31,6";"42,7";"41,6"
"3. STUDI SECONDARI SUPERIORI"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Diploma (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Liceo classico";"16,8";"6,7";"8,2";"6,6";"17,9";"36,0";"33,8";"39,0";"12,5";"13,0";"16,0";"16,8";"12,4";"10,8";"4,6";"10,7"
"Liceo linguistico";"6,6";"4,0";"3,2";"-";"3,3";"3,9";"2,0";"7,7";"38,8";"3,9";"4,0";"2,3";"6,8";"2,8";"1,9";"8,4"
"Liceo scientifico";"34,5";"36,2";"32,7";"26,2";"55,8";"33,6";"25,8";"26,6";"22,1";"45,9";"40,0";"73,3";"21,4";"54,3";"36,1";"22,1"
"Liceo socio-psico-pedagogico o ist. magistrale";"10,6";"2,0";"1,4";"1,6";"6,7";"4,6";"4,0";"12,4";"3,1";"7,0";"7,0";"2,3";"30,6";"3,2";"2,8";"18,4"
"Tecnico";"24,9";"39,6";"51,2";"62,3";"9,6";"20,2";"28,5";"8,8";"19,5";"21,0";"27,0";"3,8";"17,7";"25,5";"52,8";"31,0"
"Professionale";"3,9";"9,4";"1,8";"1,6";"1,7";"1,0";"4,6";"1,3";"0,7";"6,1";"5,0";"1,5";"7,8";"2,4";"0,9";"5,7"
"Istruzione artistica";"1,2";"0,7";"0,4";"-";"1,3";"0,3";"-";"4,0";"0,5";"0,8";"1,0";"-";"2,3";"0,7";"-";"0,2"
"Titolo estero";"1,0";"0,7";"1,2";"-";"3,8";"0,4";"-";"0,1";"2,8";"1,4";"-";"-";"0,5";"0,4";"0,9";"3,2"
"Voto di diploma (medie, in 100-mi) ";"84,1";"81,3";"86,3";"87,9";"86,8";"82,3";"82,8";"85,0";"87,0";"83,2";"81,9";"95,1";"81,3";"87,8";"80,8";"79,9"
"Hanno conseguito il diploma (%) ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Nella stessa provincia della sede degli studi universitari";"64,9";"64,4";"69,3";"88,5";"56,3";"62,4";"89,4";"65,4";"62,1";"66,7";"46,0";"69,5";"64,1";"66,2";"38,0";"54,1"
"In una provincia limitrofa";"26,6";"25,5";"26,0";"4,9";"26,7";"30,9";"6,6";"28,7";"29,6";"24,2";"34,0";"22,9";"27,4";"27,3";"19,4";"33,5"
"In una provincia non limitrofa, ma nella stessa ripartizione geografica";"6,6";"7,4";"2,9";"1,6";"13,3";"5,6";"1,3";"5,4";"5,2";"7,0";"17,0";"7,6";"7,6";"6,0";"30,6";"7,9"
"Al Sud, ma si sono laureati al Centro-Nord";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Al Centro, ma si sono laureati al Nord o al Sud";"0,3";"0,7";"0,3";"-";"-";"0,1";"2,0";"0,3";"0,2";"0,1";"3,0";"-";"0,1";"-";"6,5";"0,2"
"Al Nord, ma si sono laureati al Centro-Sud";"0,5";"1,3";"0,3";"4,9";"-";"0,4";"0,7";"0,1";"-";"0,7";"-";"-";"0,3";"0,1";"4,6";"1,0"
"All'estero";"1,0";"0,7";"1,3";"-";"3,8";"0,4";"-";"0,1";"2,8";"1,4";"-";"-";"0,5";"0,4";"0,9";"3,2"
"4. RIUSCITA NEGLI STUDI UNIVERSITARI"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Hanno precedenti esperienze universitarie (%) ";"34,6";"39,7";"45,2";"39,5";"15,5";"8,4";"11,9";"39,1";"37,6";"30,4";"15,5";"54,3";"37,4";"44,1";"38,2";"32,6"
"Portate a termine";"24,8";"28,7";"41,2";"36,0";"10,6";"3,3";"5,0";"31,8";"32,4";"9,1";"5,2";"53,5";"26,1";"38,1";"9,0";"25,1"
"Non portate a termine";"9,7";"11,0";"4,0";"3,5";"4,9";"5,1";"6,9";"7,3";"5,2";"21,3";"10,3";"0,8";"11,3";"6,0";"29,2";"7,5"
"Nessuna precedente esperienza universitaria";"65,0";"59,6";"54,4";"59,3";"84,1";"90,8";"88,1";"60,9";"62,1";"69,2";"83,5";"45,7";"62,5";"55,6";"61,8";"65,9"
"Motivazioni molto importanti nella scelta del corso di laurea (%) ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Fattori sia culturali sia professionalizzanti";"53,8";"53,7";"61,9";"53,5";"64,6";"66,2";"62,4";"36,7";"51,6";"60,0";"49,5";"38,8";"45,7";"51,9";"47,2";"49,1"
"Fattori prevalentemente culturali";"25,3";"27,2";"14,0";"10,5";"22,1";"19,7";"21,8";"52,6";"25,5";"18,6";"30,9";"41,1";"31,2";"27,5";"11,2";"24,7"
"Fattori prevalentemente professionalizzanti";"8,6";"8,1";"11,6";"15,1";"7,1";"8,2";"7,9";"1,7";"4,9";"12,3";"8,2";"4,7";"7,5";"7,0";"13,5";"9,0"
"Né gli uni né gli altri";"11,9";"10,3";"12,3";"20,9";"6,2";"5,3";"6,9";"8,3";"17,6";"8,6";"11,3";"15,5";"15,3";"13,3";"25,8";"16,9"
"Età all'immatricolazione (%) ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Regolare o 1 anno di ritardo";"76,0";"69,1";"80,7";"77,9";"90,8";"91,5";"81,5";"75,0";"84,5";"71,6";"89,0";"90,1";"67,1";"79,6";"29,6";"66,5"
"2 o più anni di ritardo";"24,0";"30,9";"19,3";"22,1";"9,2";"8,5";"18,5";"25,0";"15,5";"28,4";"11,0";"9,9";"32,9";"20,4";"70,4";"33,5"
"Punteggio degli esami (medie, in 30-mi) ";"26,6";"26,1";"26,3";"26,1";"24,3";"26,2";"25,9";"28,0";"27,4";"26,3";"25,0";"27,1";"27,2";"26,4";"25,2";"26,3"
"Voto di laurea (medie, in 110-mi) ";"105,0";"105,6";"104,5";"104,3";"99,9";"104,0";"103,2";"108,8";"106,8";"105,2";"98,9";"106,1";"105,5";"104,8";"100,5";"102,6"
"Regolarità negli studi (%) ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"In corso";"41,0";"49,7";"48,1";"31,1";"30,4";"28,2";"23,8";"37,1";"32,2";"49,3";"16,0";"48,9";"48,2";"30,7";"79,6";"31,5"
"1° anno fuori corso";"23,6";"20,8";"20,6";"23,8";"17,9";"15,0";"21,2";"29,0";"32,9";"25,1";"19,0";"31,3";"21,7";"27,7";"6,5";"28,5"
"2° anno fuori corso";"11,8";"10,1";"9,6";"15,6";"12,5";"15,0";"17,9";"11,5";"14,1";"9,4";"11,0";"8,4";"12,9";"13,6";"6,5";"10,7"
"3° anno fuori corso";"7,5";"7,4";"6,0";"12,3";"12,5";"10,3";"9,9";"6,0";"7,8";"6,1";"17,0";"6,1";"6,1";"10,2";"3,7";"7,4"
"4° anno fuori corso";"4,5";"1,3";"4,3";"6,6";"4,2";"6,7";"5,3";"4,3";"4,0";"4,2";"12,0";"2,3";"3,5";"5,5";"0,9";"5,2"
"5° anno fuori corso e oltre";"11,6";"10,7";"11,5";"10,7";"22,5";"24,8";"21,9";"12,0";"8,9";"5,8";"25,0";"3,1";"7,6";"12,2";"2,8";"16,6"
"Durata degli studi (medie, in anni) ";"5,1";"4,9";"4,4";"4,7";"7,7";"8,3";"7,2";"4,7";"4,6";"4,9";"7,7";"3,5";"4,3";"4,8";"3,6";"5,3"
"Ritardo alla laurea (medie, in anni) ";"1,6";"1,7";"1,5";"1,7";"2,6";"3,2";"2,2";"1,7";"1,5";"1,1";"3,0";"0,7";"1,1";"1,8";"0,5";"2,2"
"Indice di ritardo (rapporto fra ritardo e durata legale del corso) ";"0,48";"0,49";"0,48";"0,56";"0,59";"0,76";"0,53";"0,53";"0,49";"0,27";"0,70";"0,26";"0,38";"0,59";"0,14";"0,67"
"5. CONDIZIONI DI STUDIO"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Hanno alloggiato a meno di un'ora di viaggio dalla sede degli studi (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Più del 50% della durata degli studi";"74,2";"69,9";"78,6";"80,2";"73,0";"69,9";"73,3";"71,8";"74,7";"73,6";"82,5";"84,5";"69,8";"80,6";"80,9";"67,0"
"Meno del 50%";"24,4";"29,4";"20,3";"19,8";"25,2";"28,5";"24,8";"26,5";"24,5";"24,4";"15,5";"15,5";"28,9";"18,9";"16,9";"31,1"
"Hanno frequentato regolarmente (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Più del 75% degli insegnamenti previsti";"68,5";"72,8";"55,2";"60,5";"93,8";"33,6";"36,6";"63,2";"56,6";"93,7";"86,6";"97,7";"61,3";"87,6";"94,4";"43,4"
"Tra il 50% e il 75%";"17,6";"15,4";"26,3";"25,6";"5,8";"29,7";"31,7";"22,6";"28,8";"4,2";"9,3";"0,8";"20,9";"7,5";"1,1";"27,0"
"Tra il 25% e il 50%";"7,6";"6,6";"10,9";"9,3";"-";"18,2";"11,9";"8,1";"11,3";"0,8";"2,1";"0,8";"9,0";"2,4";"-";"18,0"
"Meno del 25%";"5,6";"3,7";"7,1";"4,7";"-";"17,4";"18,8";"4,3";"2,5";"0,4";"2,1";"0,8";"8,3";"2,2";"1,1";"10,1"
"Hanno usufruito del servizio di borse di studio (%)";"26,9";"23,5";"25,6";"38,4";"26,1";"24,8";"27,7";"27,8";"29,9";"24,5";"18,6";"27,9";"31,6";"26,3";"10,1";"30,3"
"Hanno svolto periodi di studio all'estero nel corso degli studi universitari (%)";"7,2";"10,3";"6,4";"1,2";"4,9";"9,6";"6,9";"5,8";"33,2";"5,8";"10,3";"5,4";"3,4";"2,9";"1,1";"7,1"
"Con Erasmus o altro programma dell'Unione Europea";"3,9";"8,1";"3,8";"-";"2,7";"5,5";"4,0";"4,3";"15,1";"4,2";"9,3";"-";"1,0";"1,4";"-";"2,2"
"Altra esperienza riconosciuta dal corso di studi";"0,9";"1,5";"0,3";"-";"1,3";"0,6";"-";"0,2";"3,8";"0,8";"1,0";"3,1";"0,7";"0,6";"-";"1,1"
"Iniziativa personale";"2,4";"0,7";"2,3";"1,2";"0,9";"3,5";"3,0";"1,3";"14,3";"0,8";"-";"2,3";"1,8";"0,8";"1,1";"3,4"
"Non hanno compiuto studi all'estero";"92,5";"89,0";"93,3";"98,8";"94,7";"90,2";"93,1";"93,8";"66,8";"93,8";"88,7";"93,0";"96,3";"96,8";"98,9";"92,1"
"1 o più esami all'estero convalidati (%)";"3,5";"7,4";"3,4";"-";"1,3";"4,5";"4,0";"4,3";"14,6";"4,0";"5,2";"-";"0,9";"1,0";"-";"2,2"
"Hanno preparato all'estero una parte significativa della tesi (%)";"2,8";"2,2";"1,9";"1,2";"3,5";"2,9";"1,0";"3,0";"14,0";"1,1";"1,0";"5,4";"1,9";"2,7";"1,1";"2,2"
"Hanno svolto tirocini/stage o lavoro riconosciuti dal corso di laurea (%)";"55,5";"73,5";"26,1";"68,6";"87,2";"2,3";"7,9";"24,2";"68,4";"79,3";"77,3";"91,5";"78,5";"58,9";"78,7";"47,2"
"Tirocini organizzati dal corso e svolti presso l'università";"13,8";"5,1";"0,6";"2,3";"6,2";"0,8";"1,0";"5,1";"1,4";"31,4";"42,3";"56,6";"8,7";"35,4";"20,2";"-"
"Tirocini organizzati dal corso e svolti al di fuori dell'università";"34,3";"64,0";"16,1";"47,7";"75,2";"1,0";"5,9";"15,0";"55,5";"45,8";"25,8";"33,3";"52,7";"20,0";"33,7";"44,2"
"Attività di lavoro successivamente riconosciute dal corso";"6,8";"4,4";"8,9";"18,6";"4,4";"0,4";"1,0";"3,8";"10,7";"1,3";"9,3";"1,6";"16,9";"3,2";"22,5";"3,0"
"Nessuna esperienza di tirocinio o lavoro riconosciuto";"43,9";"25,0";"73,8";"31,4";"11,9";"96,3";"90,1";"75,4";"31,6";"19,8";"20,6";"8,5";"21,2";"40,3";"21,3";"52,1"
"Mesi impiegati per la tesi/prova finale (medie)";"5,4";"5,5";"3,8";"4,5";"4,9";"6,1";"5,9";"6,5";"5,4";"5,9";"8,8";"4,5";"5,6";"5,7";"3,5";"5,2"
"6. LAVORO DURANTE GLI STUDI"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Hanno esperienze di lavoro (%) ";"64,4";"72,1";"71,0";"59,3";"57,1";"62,7";"62,4";"63,7";"73,6";"52,1";"63,9";"47,3";"71,1";"62,1";"80,9";"72,3"
"Lavoratori-studenti";"7,0";"8,8";"6,8";"9,3";"1,8";"5,9";"9,9";"6,4";"4,9";"5,7";"6,2";"0,8";"7,7";"3,7";"61,8";"12,4"
"Altre esperienze di lavoro con continuità a tempo pieno";"2,8";"4,4";"2,5";"1,2";"3,5";"2,9";"3,0";"0,9";"2,7";"3,0";"5,2";"1,6";"3,3";"3,0";"7,9";"1,1"
"Lavoro a tempo parziale";"18,2";"21,3";"25,4";"16,3";"12,4";"17,8";"18,8";"18,6";"20,3";"11,1";"17,5";"9,3";"24,3";"14,4";"3,4";"17,2"
"Lavoro occasionale, saltuario, stagionale";"36,4";"37,5";"36,3";"32,6";"39,4";"36,1";"30,7";"37,8";"45,6";"32,3";"35,1";"35,7";"35,8";"41,0";"7,9";"41,6"
"Nessuna esperienza di lavoro";"35,1";"27,2";"28,7";"40,7";"41,2";"37,1";"37,6";"35,3";"26,1";"47,2";"36,1";"51,9";"28,5";"37,6";"18,0";"27,7"
"Lavoro coerente con gli studi";"15,9";"27,2";"16,5";"17,4";"8,8";"7,4";"11,9";"14,7";"19,8";"14,1";"11,3";"6,2";"20,9";"14,1";"60,7";"10,5"
"7. GIUDIZI SULL'ESPERIENZA UNIVERSITARIA"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)"
"Sono complessivamente soddisfatti del corso di laurea (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Decisamente sì";"36,4";"41,2";"35,2";"44,2";"46,5";"42,6";"46,5";"35,3";"22,5";"32,7";"38,1";"41,9";"36,5";"34,9";"66,3";"37,8"
"Più sì che no";"47,4";"44,9";"48,1";"46,5";"44,2";"45,9";"43,6";"49,4";"50,3";"45,4";"41,2";"48,1";"48,4";"50,8";"29,2";"49,1"
"Più no che sì";"13,5";"9,6";"15,0";"8,1";"5,8";"8,6";"5,9";"12,8";"23,9";"17,8";"16,5";"9,3";"12,5";"11,6";"3,4";"11,2"
"Decisamente no";"2,2";"2,9";"1,5";"1,2";"2,7";"2,3";"1,0";"2,3";"3,3";"3,3";"3,1";"0,8";"1,9";"2,2";"-";"1,5"
"Sono soddisfatti dei rapporti con i docenti in generale (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Decisamente sì";"20,9";"30,1";"14,0";"32,6";"24,8";"18,0";"29,7";"23,7";"17,9";"17,4";"16,5";"27,9";"21,6";"24,6";"55,1";"24,7"
"Più sì che no";"58,7";"54,4";"55,8";"60,5";"57,5";"54,3";"57,4";"61,1";"61,3";"55,9";"64,9";"59,7";"63,5";"62,2";"40,4";"59,9"
"Più no che sì";"17,6";"12,5";"26,2";"7,0";"14,2";"21,7";"8,9";"13,5";"18,7";"23,4";"14,4";"12,4";"13,3";"12,1";"1,1";"13,1"
"Decisamente no";"1,8";"2,2";"3,1";"-";"1,8";"3,9";"2,0";"1,1";"1,6";"2,6";"3,1";"-";"0,6";"1,0";"-";"0,7"
"Sono soddisfatti dei rapporti con gli studenti (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Decisamente sì";"58,2";"69,9";"59,7";"62,8";"68,1";"51,6";"54,5";"55,8";"57,7";"55,2";"62,9";"59,7";"58,3";"58,6";"76,4";"58,1"
"Più sì che no";"35,6";"27,9";"35,5";"33,7";"26,5";"38,3";"36,6";"37,2";"36,5";"37,5";"30,9";"36,4";"36,2";"35,1";"18,0";"35,6"
"Più no che sì";"4,2";"1,5";"3,4";"2,3";"4,0";"6,4";"5,9";"4,9";"3,6";"4,4";"5,2";"3,1";"3,5";"5,6";"1,1";"4,9"
"Decisamente no";"0,8";"-";"0,1";"1,2";"-";"1,4";"1,0";"0,8";"1,4";"1,6";"-";"-";"0,8";"0,5";"-";"0,4"
"Valutazione delle aule (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Sempre o quasi sempre adeguate";"16,1";"17,6";"13,6";"23,3";"20,8";"10,2";"13,9";"14,1";"8,5";"17,0";"30,9";"35,7";"8,0";"29,0";"60,7";"11,6"
